iter	Passed	Remaining
217	287	1031
218	288	1028
219	288	1024
220	289	1020
221	290	1016
222	290	1012
223	291	1009
224	291	1005
225	292	1002
226	293	998
227	293	994
228	294	991
229	295	987
230	295	984
231	296	981
232	296	977
233	297	974
234	298	970
235	298	967
236	299	964
237	300	961
238	300	957
239	301	954
240	302	951
241	302	948
242	303	945
243	304	942
244	304	939
245	305	936
246	305	932
247	306	929
248	307	926
249	307	923
250	308	920
251	308	917
252	309	914
253	310	911
254	310	908
255	311	904
256	312	902
257	312	899
258	313	896
259	314	893
260	314	891
261	315	888
262	316	885
263	316	883
264	317	880
265	318	878
266	318	875
267	319	872
268	320	869
269	320	867
270	321	864
271	322	861
272	322	859
273	323	856
274	323	853
275	324	850
276	324	848
277	325	845
278	326	842
279	326	840
280	327	838
281	328	835
282	328	833
283	329	830
284	330	827
285	330	825
286	331	822
287	331	820
288	332	817
289	333	815
290	333	813
291	334	810
292	334	807
293	335	805
294	336	803
295	336	800
296	337	798
297	337	795
298	338	793
299	339	791
300	339	789
301	340	786
302	340	784
303	341	782
304	342	779
305	342	777
306	343	775
307	344	773
308	344	770
309	345	768
310	345	766
311	346	764
312	347	762
313	347	760
314	348	757
315	349	755
316	349	753
317	350	751
318	351	749
319	351	747
320	352	745
321	352	742
322	353	740
323	354	738
324	354	736
325	355	734
326	356	732
327	356	730
328	357	729
329	358	727
330	358	725
331	359	723
332	360	721
333	360	719
334	361	717
335	361	715
336	362	713
337	363	711
338	363	709
339	364	707
340	365	705
341	365	703
342	366	701
343	367	699
344	367	697
345	368	695
346	368	694
347	369	692
348	370	690
349	370	688
350	371	686
351	371	684
352	372	682
353	373	681
354	373	679
355	374	677
356	374	675
357	375	673
358	376	671
359	376	669
360	377	668
361	378	666
362	379	665
363	379	663
364	380	661
365	380	659
366	381	657
367	382	656
368	382	654
369	383	652
370	383	650
371	384	649
372	385	647
373	385	645
374	386	643
375	386	642
376	387	640
377	388	638
378	388	637
379	389	635
380	390	633
381	390	631
382	391	630
383	391	628
384	392	627
385	393	625
386	394	624
387	394	622
388	395	620
389	395	619
390	396	617
391	397	615
392	397	614
393	398	612
394	399	611
395	399	609
396	400	608
397	400	606
398	401	604
399	402	603
400	402	601
401	403	600
402	404	598
403	404	596
404	405	595
405	405	593
406	406	592
407	407	590
408	407	589
409	408	587
410	409	586
411	409	584
412	410	583
413	410	581
414	411	580
415	412	578
416	412	577
417	413	575
418	414	574
419	414	572
420	415	571
421	416	569
422	416	568
423	417	566
424	417	565
425	418	564
426	419	562
427	419	561
428	420	559
429	421	558
430	421	556
431	422	555
432	423	554
433	424	553
434	424	551
435	425	550
436	425	548
437	426	547
438	427	546
439	427	544
440	428	543
441	429	542
442	430	540
443	430	539
444	431	538
445	432	536
446	432	535
447	433	534
448	434	532
449	434	531
450	435	530
451	436	528
452	436	527
453	437	526
454	438	525
455	439	523
456	439	522
457	440	521
458	440	519
459	441	518
460	442	517
461	442	515
462	443	514
463	444	513
464	444	511
465	445	510
466	445	508
467	446	507
468	447	506
469	447	504
470	448	503
471	449	502
472	449	500
473	450	499
474	450	498
475	451	497
476	452	495
477	452	494
478	453	493
479	454	492
480	454	490
481	455	489
482	456	488
483	456	486
484	457	485
485	459	485
486	460	484
487	460	483
488	461	482
489	462	480
490	462	479
491	463	478
492	463	477
493	464	475
494	465	474
495	465	473
496	466	471
497	466	470
498	467	469
499	468	468
500	468	467
501	469	465
502	470	464
503	470	463
504	471	462
505	472	460
506	472	459
507	473	458
508	473	457
509	474	455
510	475	454
511	475	453
512	476	452
513	476	450
514	477	449
515	478	448
516	478	447
517	479	445
518	479	444
519	480	443
520	481	442
521	481	441
522	482	440
523	483	438
524	483	437
525	484	436
526	485	435
527	485	434
528	486	433
529	487	432
530	487	430
531	488	429
532	489	428
533	490	427
534	490	426
535	491	425
536	491	424
537	492	422
538	493	421
539	493	420
540	494	419
541	494	418
542	495	417
543	496	415
544	496	414
545	497	413
546	498	412
547	498	411
548	499	410
549	500	409
550	500	407
551	501	406
552	501	405
553	502	404
554	503	403
555	503	402
556	504	401
557	505	400
558	505	398
559	506	397
560	506	396
561	507	395
562	508	394
563	508	393
564	509	392
565	510	391
566	510	389
567	511	388
568	511	387
569	512	386
570	513	385
571	514	384
572	514	383
573	515	382
574	515	381
575	516	380
576	517	379
577	517	378
578	518	377
579	519	375
580	519	374
581	520	373
582	521	372
583	521	371
584	522	370
585	522	369
586	523	368
587	524	367
588	524	366
589	525	365
590	526	364
591	526	362
592	527	361
593	527	360
594	528	359
595	529	358
596	529	357
597	530	356
598	531	355
599	531	354
600	532	353
601	533	352
602	533	351
603	534	350
604	534	349
605	535	348
606	536	347
607	536	346
608	537	345
609	538	344
610	538	343
611	539	341
612	539	340
613	540	339
614	541	338
615	541	337
616	542	336
617	543	335
618	543	334
619	544	333
620	545	332
621	545	331
622	546	330
623	546	329
624	547	328
625	548	327
626	548	326
627	549	325
628	549	324
629	550	323
630	551	322
631	551	321
632	552	320
633	553	319
634	553	318
635	554	317
636	554	316
637	555	315
638	556	314
639	556	313
640	557	312
641	557	311
642	558	310
643	559	309
644	559	308
645	560	307
646	561	306
647	561	305
648	562	304
649	562	303
650	563	302
651	564	301
652	564	300
653	565	299
654	566	298
655	566	297
656	567	296
657	567	295
658	568	294
659	569	293
660	569	292
661	570	291
662	571	290
663	572	289
664	572	288
665	573	287
666	574	286
667	574	285
668	575	284
669	575	283
670	576	282
671	577	281
672	577	280
673	578	279
674	578	278
675	579	277
676	580	276
677	580	275
678	581	274
679	582	273
680	582	272
681	583	271
682	583	271
683	584	270
684	585	269
685	585	268
686	586	267
687	587	266
688	587	265
689	588	264
690	588	263
691	589	262
692	590	261
693	590	260
694	591	259
695	591	258
696	592	257
697	593	256
698	593	255
699	594	254
700	595	253
701	595	252
702	596	251
703	596	250
704	597	250
705	597	248
706	598	248
707	599	247
708	599	246
709	600	245
710	600	244
711	601	243
712	602	242
713	602	241
714	603	240
715	604	239
716	604	238
717	605	237
718	605	236
719	606	235
720	607	234
721	607	233
722	608	233
723	608	232
724	609	231
725	610	230
726	610	229
727	611	228
728	612	227
729	612	226
730	613	225
731	613	224
732	614	223
733	615	222
734	615	222
735	616	221
736	617	220
737	617	219
738	618	218
739	618	217
740	619	216
741	620	215
742	620	214
743	621	213
744	622	212
745	622	212
746	623	211
747	623	210
748	624	209
749	625	208
750	625	207
751	626	206
752	626	205
753	627	204
754	627	203
755	628	202
756	629	201
757	629	201
758	630	200
759	630	199
760	631	198
761	632	197
762	632	196
763	633	195
764	634	194
765	634	193
766	635	193
767	635	192
768	636	191
769	637	190
770	637	189
771	638	188
772	639	187
773	639	186
774	640	185
775	640	184
776	641	184
777	642	183
778	642	182
779	643	181
780	644	180
781	644	179
782	645	178
783	645	177
784	646	177
785	647	176
786	647	175
787	648	174
788	648	173
789	649	172
790	650	171
791	650	170
792	651	170
793	652	169
794	652	168
795	653	167
796	653	166
797	654	165
798	655	164
799	655	163
800	656	163
801	656	162
802	657	161
803	658	160
804	658	159
805	659	158
806	660	157
807	660	157
808	661	156
809	661	155
810	662	154
811	663	153
812	663	152
813	664	151
814	665	150
815	665	150
816	666	149
817	666	148
818	667	147
819	668	146
820	668	145
821	669	144
822	670	144
823	670	143
824	671	142
825	672	141
826	673	140
827	673	139
828	674	139
829	675	138
830	675	137
831	676	136
832	677	135
833	678	134
834	678	134
835	679	133
836	679	132
837	680	131
838	681	130
839	681	129
840	682	128
841	682	128
842	683	127
843	684	126
844	684	125
845	685	124
846	685	123
847	686	123
848	687	122
849	687	121
850	688	120
851	688	119
852	689	118
853	690	117
854	690	117
855	691	116
856	692	115
857	692	114
858	693	113
859	693	112
860	694	112
861	695	111
862	695	110
863	696	109
864	696	108
865	697	107
866	698	107
867	698	106
868	699	105
869	700	104
870	700	103
871	701	102
872	701	102
873	702	101
874	703	100
875	703	99
876	704	98
877	704	97
878	705	97
879	705	96
880	706	95
881	707	94
882	707	93
883	708	92
884	708	92
885	709	91
886	710	90
887	710	89
888	711	88
889	712	88
890	712	87
891	713	86
892	713	85
893	714	84
894	715	83
895	715	83
896	716	82
897	716	81
898	717	80
899	718	79
900	718	78
901	719	78
902	720	77
903	720	76
904	721	75
905	721	74
906	722	74
907	723	73
908	723	72
909	724	71
910	725	70
911	725	70
912	726	69
913	727	68
914	727	67
915	728	66
916	728	65
917	729	65
918	730	64
919	730	63
920	731	62
921	732	61
922	732	61
923	733	60
924	733	59
925	734	58
926	735	57
927	735	57
928	736	56
929	737	55
930	737	54
931	738	53
932	738	53
933	739	52
934	739	51
935	740	50
936	741	49
937	741	49
938	742	48
939	742	47
940	743	46
941	744	45
942	744	45
943	745	44
944	746	43
945	746	42
946	747	41
947	747	41
948	748	40
949	749	39
950	749	38
951	750	37
952	751	37
953	751	36
954	752	35
955	752	34
956	753	33
957	754	33
958	754	32
959	755	31
960	756	30
961	756	29
962	757	29
963	758	28
964	758	27
965	759	26
966	760	25
967	760	25
968	761	24
969	761	23
970	762	22
971	763	21
972	763	21
973	764	20
974	765	19
975	765	18
976	766	18
977	766	17
978	767	16
979	767	15
980	768	14
981	769	14
982	769	13
983	770	12
984	771	11
985	771	10
986	772	10
987	772	9
988	773	8
989	774	7
990	774	7
991	775	6
992	775	5
993	776	4
994	777	3
995	777	3
996	778	2
997	778	1
998	779	0
999	780	0
